,ISLs,bresenham,dijkstra
54,3,0.008106231689453125,0.2834796905517578
55,4,0.009775161743164062,0.3876686096191406
56,4,0.00858306884765625,0.308990478515625
57,5,0.00858306884765625,0.3247261047363281
58,6,0.009298324584960938,0.5159378051757812
59,7,0.014781951904296875,0.8718967437744141
60,7,0.01239776611328125,0.713348388671875
61,2,0.010013580322265625,0.13780593872070312
62,3,0.0059604644775390625,0.18072128295898438
63,4,0.0073909759521484375,0.4627704620361328
64,2,0.00858306884765625,0.18405914306640625
65,2,0.012159347534179688,0.10943412780761719
66,2,0.0064373016357421875,0.11229515075683594
67,3,0.00858306884765625,0.2579689025878906
68,3,0.015020370483398438,0.2627372741699219
69,4,0.010251998901367188,0.5397796630859375
70,7,0.012159347534179688,0.7157325744628906
71,7,0.014781951904296875,0.6506443023681641
72,5,0.014543533325195312,0.5509853363037109
73,6,0.017642974853515625,0.5924701690673828
74,8,0.015735626220703125,0.5609989166259766
75,8,0.0133514404296875,0.7874965667724609
76,5,0.014066696166992188,0.5085468292236328
77,4,0.013828277587890625,0.48851966857910156
78,3,0.036716461181640625,0.39958953857421875
79,6,0.017404556274414062,0.7576942443847656
80,9,0.0171661376953125,1.3844966888427734
81,10,0.018358230590820312,1.1434555053710938
82,4,0.015020370483398438,0.4394054412841797
83,4,0.013113021850585938,0.38695335388183594
84,1,0.007152557373046875,0.07104873657226562
85,4,0.009775161743164062,0.3490447998046875
86,6,0.011444091796875,0.6358623504638672
87,9,0.013828277587890625,0.7662773132324219
88,6,0.00858306884765625,0.48422813415527344
89,4,0.010251998901367188,0.2453327178955078
90,8,0.009298324584960938,0.5371570587158203
91,5,0.007867813110351562,0.40912628173828125
92,2,0.010013580322265625,0.1327991485595703
93,3,0.00858306884765625,0.25272369384765625
94,5,0.0095367431640625,0.3895759582519531
95,4,0.0133514404296875,0.21266937255859375
96,3,0.00667572021484375,0.2155303955078125
97,4,0.00667572021484375,0.270843505859375
98,2,0.0069141387939453125,0.095367431640625
99,2,0.0059604644775390625,0.17595291137695312
100,4,0.01811981201171875,0.35381317138671875
101,3,0.0073909759521484375,0.1800060272216797
102,3,0.011205673217773438,0.2205371856689453
103,4,0.011205673217773438,0.4811286926269531
104,5,0.013113021850585938,0.5304813385009766
105,6,0.018358230590820312,0.39386749267578125
106,7,0.022649765014648438,0.3685951232910156
107,5,0.009059906005859375,0.47278404235839844
108,3,0.0073909759521484375,0.1780986785888672
109,3,0.0069141387939453125,0.3998279571533203
110,1,0.009298324584960938,0.08654594421386719
111,3,0.00858306884765625,0.19931793212890625
112,3,0.0073909759521484375,0.1842975616455078
113,4,0.007867813110351562,0.2875328063964844
114,6,0.007152557373046875,0.3991127014160156
115,1,0.008344650268554688,0.06079673767089844
116,2,0.0059604644775390625,0.08082389831542969
117,3,0.010728836059570312,0.15234947204589844
118,3,0.007152557373046875,0.2269744873046875
119,7,0.012636184692382812,0.7495880126953125
120,5,0.027894973754882812,0.5083084106445312
121,6,0.02765655517578125,0.6823539733886719
122,4,0.010728836059570312,0.4456043243408203
123,3,0.012636184692382812,0.4184246063232422
124,1,0.011444091796875,0.11706352233886719
125,5,0.01239776611328125,0.7135868072509766
126,6,0.019311904907226562,0.6394386291503906
127,1,0.008821487426757812,0.08749961853027344
128,8,0.016927719116210938,0.8039474487304688
129,6,0.014066696166992188,0.7810592651367188
130,4,0.012874603271484375,0.3159046173095703
131,4,0.00858306884765625,0.2779960632324219
132,4,0.017881393432617188,0.24652481079101562
133,5,0.01049041748046875,0.34880638122558594
134,8,0.021457672119140625,0.5462169647216797
135,8,0.013589859008789062,0.5128383636474609
136,6,0.0152587890625,0.4513263702392578
137,7,0.01049041748046875,0.43392181396484375
138,8,0.0133514404296875,0.5509853363037109
139,2,0.009059906005859375,0.13494491577148438
140,2,0.012874603271484375,0.0934600830078125
141,5,0.0069141387939453125,0.33855438232421875
142,6,0.010013580322265625,0.3859996795654297
143,2,0.01239776611328125,0.11944770812988281
144,3,0.010728836059570312,0.18453598022460938
145,4,0.00667572021484375,0.23937225341796875
146,4,0.008344650268554688,0.23818016052246094
147,5,0.00667572021484375,0.33593177795410156
148,6,0.00858306884765625,0.35643577575683594
149,7,0.00762939453125,0.4901885986328125
150,7,0.007867813110351562,0.4749298095703125
151,2,0.0073909759521484375,0.11205673217773438
152,3,0.0064373016357421875,0.28824806213378906
153,4,0.010251998901367188,0.3604888916015625
154,3,0.006198883056640625,0.217437744140625
155,2,0.011444091796875,0.10824203491210938
156,2,0.0057220458984375,0.06985664367675781
157,3,0.0054836273193359375,0.15735626220703125
158,3,0.014781951904296875,0.17976760864257812
159,4,0.008821487426757812,0.3418922424316406
160,7,0.010967254638671875,0.3876686096191406
161,7,0.009059906005859375,0.4839897155761719
162,5,0.009059906005859375,0.45108795166015625
163,6,0.012874603271484375,0.5254745483398438
164,8,0.01239776611328125,0.7574558258056641
165,8,0.0133514404296875,0.7853507995605469
166,5,0.015735626220703125,0.6847381591796875
167,4,0.0152587890625,0.4227161407470703
168,3,0.01239776611328125,0.25773048400878906
169,6,0.010013580322265625,0.39505958557128906
170,9,0.01049041748046875,0.9548664093017578
171,10,0.015735626220703125,0.8897781372070312
172,4,0.010728836059570312,0.3345012664794922
173,4,0.013589859008789062,0.34809112548828125
174,1,0.007152557373046875,0.056743621826171875
175,4,0.0069141387939453125,0.22363662719726562
176,6,0.008821487426757812,0.4699230194091797
177,9,0.014781951904296875,0.6361007690429688
178,6,0.010728836059570312,0.4241466522216797
179,4,0.009775161743164062,0.24056434631347656
180,8,0.009775161743164062,0.5965232849121094
181,5,0.010013580322265625,0.36263465881347656
182,2,0.009059906005859375,0.13875961303710938
183,3,0.00762939453125,0.28061866760253906
184,5,0.009298324584960938,0.41294097900390625
185,4,0.018358230590820312,0.27823448181152344
186,3,0.007867813110351562,0.2880096435546875
187,4,0.009059906005859375,0.3159046173095703
188,2,0.007152557373046875,0.08726119995117188
189,2,0.006198883056640625,0.11110305786132812
190,4,0.01621246337890625,0.2942085266113281
191,3,0.009059906005859375,0.18858909606933594
192,3,0.014781951904296875,0.1461505889892578
193,4,0.0069141387939453125,0.25582313537597656
194,5,0.0064373016357421875,0.36597251892089844
195,6,0.010728836059570312,0.3447532653808594
196,7,0.020265579223632812,0.32401084899902344
197,5,0.00858306884765625,0.583648681640625
198,3,0.010013580322265625,0.18405914306640625
199,3,0.008344650268554688,0.2167224884033203
200,3,0.013113021850585938,0.1404285430908203
201,4,0.009059906005859375,0.2913475036621094
202,7,0.009298324584960938,0.5061626434326172
203,4,0.00858306884765625,0.25773048400878906
204,6,0.026702880859375,0.6830692291259766
205,4,0.015497207641601562,0.37407875061035156
206,3,0.011205673217773438,0.21719932556152344
207,1,0.007152557373046875,0.072479248046875
208,5,0.007867813110351562,0.5133152008056641
209,6,0.011682510375976562,0.7936954498291016
210,1,0.012159347534179688,0.2033710479736328
211,8,0.017881393432617188,0.8957386016845703
212,6,0.01239776611328125,0.8084774017333984
213,4,0.011205673217773438,0.21648406982421875
214,4,0.0073909759521484375,0.20194053649902344
215,5,0.010251998901367188,0.43487548828125
216,5,0.013828277587890625,0.3571510314941406
217,8,0.015735626220703125,0.7419586181640625
218,8,0.019073486328125,0.7076263427734375
219,6,0.0152587890625,0.4916191101074219
220,7,0.013589859008789062,0.6787776947021484
221,8,0.016927719116210938,0.7531642913818359
222,2,0.010251998901367188,0.19431114196777344
223,2,0.016450881958007812,0.1513957977294922
224,5,0.010251998901367188,0.5841255187988281
225,5,0.03337860107421875,0.5662441253662109
226,2,0.020503997802734375,0.2219676971435547
227,3,0.010728836059570312,0.2636909484863281
228,4,0.011205673217773438,0.3490447998046875
229,4,0.010251998901367188,0.4520416259765625
230,5,0.014066696166992188,0.5147457122802734
231,8,0.015735626220703125,0.6563663482666016
232,5,0.014066696166992188,0.4780292510986328
233,4,0.013113021850585938,0.36716461181640625
234,3,0.01239776611328125,0.3592967987060547
235,6,0.0133514404296875,0.45108795166015625
236,9,0.015735626220703125,0.6420612335205078
237,10,0.013589859008789062,0.9260177612304688
238,4,0.016450881958007812,0.6136894226074219
239,4,0.02002716064453125,0.6225109100341797
240,1,0.031232833862304688,0.12159347534179688
241,4,0.011205673217773438,0.5776882171630859
242,6,0.019073486328125,1.0881423950195312
243,8,0.017642974853515625,1.0085105895996094
244,6,0.014543533325195312,0.8549690246582031
245,5,0.015974044799804688,0.46253204345703125
246,1,0.01049041748046875,0.11706352233886719
247,2,0.007867813110351562,0.13446807861328125
248,3,0.01621246337890625,0.2346038818359375
249,3,0.010013580322265625,0.2682209014892578
250,1,0.007152557373046875,0.0782012939453125
251,3,0.008344650268554688,0.354766845703125
252,3,0.00858306884765625,0.2913475036621094
253,4,0.008821487426757812,0.4138946533203125
254,6,0.009059906005859375,0.5598068237304688
255,1,0.008106231689453125,0.06771087646484375
256,2,0.008106231689453125,0.07414817810058594
257,3,0.010967254638671875,0.1392364501953125
258,3,0.007867813110351562,0.26488304138183594
259,7,0.01239776611328125,0.7531642913818359
260,5,0.025272369384765625,0.4017353057861328
261,6,0.02956390380859375,0.49376487731933594
262,4,0.010967254638671875,0.3952980041503906
263,3,0.010013580322265625,0.28967857360839844
264,1,0.009775161743164062,0.11944770812988281
265,5,0.010251998901367188,0.5943775177001953
266,6,0.014781951904296875,0.7255077362060547
267,5,0.01430511474609375,0.7669925689697266
268,8,0.015974044799804688,0.9837150573730469
269,6,0.0171661376953125,0.9043216705322266
270,1,0.010967254638671875,0.102996826171875
271,3,0.008344650268554688,0.38242340087890625
272,3,0.015497207641601562,0.31757354736328125
273,4,0.013828277587890625,0.4544258117675781
274,6,0.013113021850585938,0.7867813110351562
275,1,0.016927719116210938,0.13828277587890625
276,2,0.0095367431640625,0.1609325408935547
277,3,0.019311904907226562,0.2994537353515625
278,7,0.015497207641601562,1.06048583984375
279,5,0.03170967102050781,0.7281303405761719
280,6,0.038623809814453125,0.9832382202148438
281,4,0.02002716064453125,0.6010532379150391
282,3,0.01621246337890625,0.4336833953857422
283,1,0.013113021850585938,0.12326240539550781
284,5,0.011682510375976562,0.8456707000732422
285,6,0.016450881958007812,0.8563995361328125
286,1,0.011682510375976562,0.14328956604003906
287,8,0.012159347534179688,0.9188652038574219
288,6,0.013113021850585938,0.7603168487548828
289,4,0.0095367431640625,0.3311634063720703
290,4,0.011205673217773438,0.31185150146484375
291,4,0.020265579223632812,0.2903938293457031
292,8,0.015974044799804688,0.7719993591308594
293,8,0.017404556274414062,0.5822181701660156
294,6,0.013828277587890625,0.43201446533203125
295,7,0.014781951904296875,0.6365776062011719
296,8,0.020742416381835938,0.8559226989746094
297,2,0.01239776611328125,0.21767616271972656
298,2,0.024557113647460938,0.17380714416503906
299,5,0.010251998901367188,0.6172657012939453
300,5,0.025272369384765625,0.4496574401855469
301,2,0.019311904907226562,0.20313262939453125
302,3,0.01049041748046875,0.2911090850830078
303,4,0.011920928955078125,0.4496574401855469
304,4,0.012159347534179688,0.4775524139404297
305,5,0.014066696166992188,0.5936622619628906
306,6,0.012636184692382812,0.6132125854492188
307,7,0.013828277587890625,0.9462833404541016
308,7,0.014543533325195312,1.2454986572265625
309,2,0.0152587890625,0.3056526184082031
310,3,0.011682510375976562,0.4944801330566406
311,4,0.014066696166992188,0.7536411285400391
312,2,0.013113021850585938,0.36835670471191406
313,2,0.02002716064453125,0.23651123046875
314,2,0.013828277587890625,0.18906593322753906
315,3,0.015020370483398438,0.4115104675292969
316,3,0.018835067749023438,0.4286766052246094
317,4,0.015020370483398438,0.6816387176513672
318,7,0.011920928955078125,0.7517337799072266
319,5,0.01430511474609375,0.4448890686035156
320,4,0.011444091796875,0.2391338348388672
321,3,0.008821487426757812,0.1552104949951172
322,6,0.0073909759521484375,0.4229545593261719
323,10,0.013113021850585938,0.9672641754150391
